filepath,label
dataset\Tomato___healthy\eab401a8-c014-4a63-98d4-b6144cfc7bc9___GH_HL Leaf 289_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\854f717b-5d27-4d21-be89-29bf935b069a___GHLB2 Leaf 8650_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\40bca58c-a09e-429b-a0b3-03fce3ea88e5___GHLB2 Leaf 9113_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7d7eab4f-21d6-4601-9c1e-1ff07404774e___UF.GRC_BS_Lab Leaf 0268_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d9a91bb5-35d8-459c-8c04-8a155bc6a158___GCREC_Bact.Sp 5592_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\9e5dd34f-124c-4a64-ba9f-77c8d05faa9c___GHLB2 Leaf 8749_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\d5bccd2c-7e11-4d61-98fb-581ca85e5f58___UF.GRC_BS_Lab Leaf 0391_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3dd61e20-fb5a-486e-b579-763312c9cf27___GCREC_Bact.Sp 3116_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\e357a876-daff-428c-828f-7f1b6e998175___RS_HL 0593_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\860f1131-a11c-4e17-aaec-c7b96ba914f0___RS_Erly.B 6669_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\1d8bb370-3c10-4806-b2ff-1621e21355ba___RS_HL 9882_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\418ae1d4-d0b0-4bfa-9fa2-2fe0f6841487___RS_Late.B 7105_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\5dbc2db5-5bb2-4a3c-9a90-d2228c1462f8___RS_HL 9770_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\16e4a1f9-21c2-4c1a-bdbc-1336da74ba2c___GHLB2 Leaf 145.3_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\64208676-e4c1-4f27-84ba-38c7e0790320___GCREC_Bact.Sp 3779_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\af454559-8f93-4b2d-b961-80bafe6bf43b___RS_Erly.B 8367_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\538b69f4-6f98-4bd6-8da7-8f8448c8731b___GCREC_Bact.Sp 5775_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\955d6942-0e13-4221-b349-266e5ae9cc56___GCREC_Bact.Sp 5859_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\3b66a8ec-5828-4bd0-9893-9f00ee22d394___RS_Late.B 5535_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a8a3dd0c-7729-46bb-87f9-23c2345e955a___GCREC_Bact.Sp 5703_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\df7775b2-73f3-4708-86d5-a56e2bbb3337___RS_Late.B 5378_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\0dc24e61-c636-49e4-9a3d-3aa9a0efb429___GHLB2ES Leaf 69_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\c57d8785-87fa-4ac4-af26-048936a5dbf0___RS_HL 0325_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\2b2d8d17-9ce4-467b-986d-adab29aab3e2___GCREC_Bact.Sp 5908_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\01d9fc8d-5083-468d-a583-885f33517cdd___GCREC_Bact.Sp 3422_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0b6caac4-cc62-4c46-9de4-1815a0aa6dbe___GHLB2 Leaf 8799_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\f437a6f0-4c35-4d6b-8eaa-ca57f18fad53___GH_HL Leaf 229_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\bca86bca-56dd-4336-afea-5e42b5deec35___RS_HL 0197_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\7bd0f0c4-082e-4da4-ade1-a1d79637949c___GCREC_Bact.Sp 3664_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\e95ca31b-0e75-4ec5-986a-29ce5dce1a01___GHLB2 Leaf 8643_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\601bb6d6-6959-40d1-b0f4-5f7030172995___GHLB2 Leaf 126_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\2a089ff8-0fcf-4b18-b746-f997e3b18065___GH_HL Leaf 456.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B 8301_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\e6644ce4-5856-4627-b08d-36ac786afaa5___RS_Late.B 6856_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\0bd31a6a-b084-48c0-b379-3062bde11162___GCREC_Bact.Sp 2974_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c57464ef-c813-4ee5-90db-2b196b996d57___GHLB2 Leaf 154.3_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\ad90bf43-648e-479e-8256-5e4d628cfa36___RS_Late.B 7134_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ec57d9f8-7dcc-49e6-9ce7-af7d01eda4d1___RS_HL 9718_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\4669d307-bfa9-42ce-9724-cbfd3b37eaa3___GCREC_Bact.Sp 3276_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d4f3d9f0-b02e-4632-bf9d-6aefdcd4bae3___GCREC_Bact.Sp 3843_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3aa68bda-a2db-4986-a260-3acde7bbceda___GCREC_Bact.Sp 5603_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\221605c0-99da-46d8-a503-285d4c6d1e1a___GCREC_Bact.Sp 6366_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d437fbb3-cfb7-4a81-b6b7-36bca6748f02___GCREC_Bact.Sp 3454_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\2a7cceba-5a33-418a-9718-ccd99ba6c4d1___RS_Late.B 6868_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\5c4d21aa-76f8-4ab7-8440-65fd3cac640b___GH_HL Leaf 263_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\b3e24070-34b9-4dcb-8c84-026affadfb4b___GH_HL Leaf 360_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\b95435ea-5649-465e-83cc-247d1ab11b54___GH_HL Leaf 203_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\55761153-0f6a-4dad-981e-16fde2ac683f___RS_Erly.B 6387_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\4946ed4e-9003-485c-830f-1ef42bf78185___RS_HL 0191_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\57c53f65-3137-41d3-9bf7-7ac867f3efe8___RS_Late.B 6255_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\7864a688-3ee0-4ddc-83e8-6edb177dd6bf___GH_HL Leaf 193.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\adcd966b-b53f-471e-8e67-156481c0f4ed___GCREC_Bact.Sp 3316_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c1d826c3-84d2-4f96-9eb5-4eaf983c43be___GHLB2 Leaf 8766_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\a9108826-cab0-429d-9a81-c42b21ee2682___RS_HL 9874_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\45a1e50e-e504-40a6-8378-39c28914ca43___GH_HL Leaf 448.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\58674fc9-434d-4afc-879e-712a24831266___GCREC_Bact.Sp 2991_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\d76f5b4a-9205-4a14-9181-5d3add326231___GH_HL Leaf 447_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\42deb15b-6443-4d2e-9a45-023052ce4974___GCREC_Bact.Sp 3077_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\53471454-9f9a-4182-91a3-c2c6c1268c56___RS_HL 0209_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\6efab540-3bb1-47fd-b55f-ed447305f500___RS_Erly.B 7397_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\73bfef3d-ba16-4d1d-9aac-71b771e9c9b6___RS_HL 9777_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0e244a32-08cd-471c-90dd-141c354c20b3___GHLB2 Leaf 8634_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\34044338-c693-4604-8764-35eaece11e56___RS_Erly.B 9483_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\e9dbb60b-ba84-43c7-a1cc-55ce4712e892___RS_HL 0404_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\8a5ddf5c-d342-4729-95cc-e846494d37ed___GCREC_Bact.Sp 3130_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\41c1d7a7-5d90-4b0a-bd41-565393d422c5___GHLB2 Leaf 108.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\83abc50b-0705-4165-a9f3-e67b7ad93bf0___RS_Late.B 6170_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\07d7ad48-0740-4cf5-9a26-91fd9296d6b3___RS_Late.B 5464_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\78122366-5c83-4d3f-97b0-b7135181738b___GHLB Leaf 1 Day 1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\ef5ac7be-8adc-4395-9a31-d970fb6e8c7a___RS_Late.B 4981_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7a90df1d-f47b-4614-b75c-a997bd61396a___GCREC_Bact.Sp 3043_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\66312db9-c9bd-4d47-9e63-f67d207a8540___GCREC_Bact.Sp 3282_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\9823fb17-3426-48be-a3de-ed8a3d742674___RS_Late.B 6320_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\651c7556-f25e-46b9-97db-4793a2a3b642___RS_HL 0219_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\cdd6b4c8-6be0-4cc8-81a7-4e0c5ba16fed___GCREC_Bact.Sp 5982_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3f75dffc-41bb-4db0-bc3f-a8879e1f4523___GCREC_Bact.Sp 3601_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\05b90bad-941f-499f-a2f6-a88e54c1da85___GHLB2 Leaf 155.2_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\345e34f9-1a77-4d5f-bd62-aa41f648e41d___GHLB2 Leaf 8930_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\56c7bdb1-9b7e-40fc-8ec5-97e20770426b___GHLB2 Leaf 8951_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\c4a237c9-db9d-47c0-a6ec-80ef66070ba9___RS_HL 0438_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\bbcccb3c-bcf2-4dc9-b2e2-6aecd86f52d5___RS_Erly.B 8370_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\b165d0d3-726d-4913-8b92-3f14e1b99410___RS_Erly.B 6377_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\3211fc4b-c216-46c3-9db7-b340684066b2___RS_HL 0360_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\0e2e58b7-1417-49c4-b014-b5efb4b4b831___RS_Erly.B 8256_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\d4091850-464c-4655-9edc-395f43c365e9___RS_HL 9657_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\f9bae5e8-64d9-4a34-9269-b4d97d095b47___RS_Late.B 4861_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\30c5bc48-7b5e-4bc0-9f0c-096042dacde2___RS_Erly.B 6333_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\54692b7d-86bd-45db-b3c7-30dc1964a137___GCREC_Bact.Sp 6265_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\f0c8170c-0da6-402b-b1da-1a9978bd6787___GCREC_Bact.Sp 6137_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8e41531c-42e8-4a0d-b453-7aae50fdfe94___GCREC_Bact.Sp 3552_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\791d2730-66b2-418b-abe0-548208783e44___RS_HL 0589_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\fe1532f6-a66d-4705-b0ab-7e5ed6f9b81a___GCREC_Bact.Sp 6346_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\7f0a444d-f5ca-4378-a06d-fa94469f2ae1___GCREC_Bact.Sp 3686_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\9b4df340-b1bf-4294-a275-1bc0d9b64ff6___GHLB2ES Leaf 138.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\7fe41e8b-a062-4403-97b1-0415e2cf8fc5___RS_Late.B 7055_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\e2e1bccc-15ec-47f8-8ee7-d33be16fac07___RS_Erly.B 9523_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\3d8a687c-febd-4bd6-8fa5-62a3e1d5ebf6___GH_HL Leaf 443.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\30546f58-8d3a-4318-87d1-322427a12380___RS_Erly.B 7404_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\4a5a1551-dd56-4fce-971c-4d7166afaff1___GCREC_Bact.Sp 3113_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\26768a91-4aca-41a4-ad88-1b791c2312dc___GCREC_Bact.Sp 5669_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B 7812_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\91cb766d-bbfe-405b-8211-8dbfb6888c12___GHLB2 Leaf 8963_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\893b7469-eb50-4567-9292-dc8f7610c311___RS_Erly.B 6442_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\955e9314-b03b-4f51-afdf-9b5f44e2edce___GHLB2 Leaf 9043_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\719352b5-1b4c-41e5-a517-3dfde18c13ef___RS_HL 0300_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\3ea5eb53-bde0-44f1-8aac-d6457e5b0b73___RS_HL 0427_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\22faea13-4b3e-4d87-b80c-379755a7b747___RS_Erly.B 7852_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\fea5289e-4a3a-4891-bbcc-fb38b75a23f9___UF.GRC_BS_Lab Leaf 1164_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\89d1eade-c42d-410d-a9c3-d37ad7bb60c6___RS_HL 9679_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\240b17f3-2b2b-4ff4-add7-4ba2975f4837___RS_Late.B 5130_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\2642e2b0-d2d8-49ea-b9c3-44133f863169___GCREC_Bact.Sp 5660_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c95eaeb8-7673-4411-bbbe-b2464526f303___RS_Late.B 6233_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\e623a5a9-edc8-4c81-ada4-68b3ebadfc7e___RS_HL 0082_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\01425d17-4c97-46e3-b395-c1453b78ab78___GHLB2 Leaf 9100_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\8ba984dc-b9f0-4367-8a27-8486ceacf09a___GCREC_Bact.Sp 3225_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\afaca2fc-774c-4401-9915-e7493f89a72a___GHLB2 Leaf 114.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\8f0a83b5-357c-4fc3-ba27-58303fa29bde___GHLB2 Leaf 8875_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\4b8bc1e8-30e5-41ef-871e-0661d521418d___RS_HL 0445_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\48e28bd8-2395-4541-a64c-fd6fab030f06___GH_HL Leaf 352.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d00c45d9-7b1d-478e-93bb-5d5e13ecf14a___GCREC_Bact.Sp 5812_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\970f1e35-eca5-4011-9d93-be6566f27389___GCREC_Bact.Sp 3525_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3767f857-a7b6-4801-b56e-b62e642fc508___RS_HL 0425_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\4f5dde42-a6ac-4886-8b9e-a944568ace95___RS_HL 0080_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\a1df42a3-9ea0-491b-a075-14b6ae8068dd___GHLB2 Leaf 8664_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\855bbef5-e9fc-4c0c-b3cc-d9321fa9596e___GCREC_Bact.Sp 5947_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\76e4e737-6526-4007-923f-5b6c1e9951ed___RS_Erly.B 7759_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\e0587774-746c-41af-a876-b3d083756a23___RS_HL 0588_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0172b2ff-6f6f-43e1-9a63-ea4bb2bce450___GHLB_PS Leaf 17 Day 9_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ec2ace5b-0368-4012-a46e-21236926193c___RS_HL 0086_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\983a04ad-2cc6-4d78-9365-a67012b4ffdc___RS_Erly.B 7661_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\35bec389-2983-44f6-8bd5-d70e77cda204___GCREC_Bact.Sp 5617_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\bab7dc71-f5d2-4b07-a582-11a13f785b3d___RS_Erly.B 7764_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\f27d1b5c-46e2-442f-846d-dd5c6018bb2a___RS_Late.B 6984_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\cac3a565-799f-4b66-a575-5ad6ff356d37___GHLB_PS Leaf 2.3 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d5beabbd-afc7-41c5-aa06-ec45c32e751e___GH_HL Leaf 289.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\a61d4b9b-aaf1-40a1-84d2-8adfe9359a88___GCREC_Bact.Sp 6163_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\c87a666a-07bb-44cc-952a-33d69f075e14___RS_Erly.B 7631_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\2db5d3de-824c-4e62-9db1-e271d13ea27e___GH_HL Leaf 273.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\1dbd6b67-25f1-444e-81d8-cbb54213cbb4___GCREC_Bact.Sp 3528_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\8a2f5ea2-51e1-493d-93ff-61faa8221754___RS_Late.B 7069_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\c68a177e-bd9d-4995-a8ab-9ef75bcef2fe___GHLB2 Leaf 8995_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7bd80f73-7d7e-495e-a9c2-188d649744f7___GCREC_Bact.Sp 3859_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\82ff3b7a-c7ad-47ec-8578-475f72efc1ae___RS_HL 0020_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\b657dc7a-df76-40e1-bc87-2d61b81040a8___GHLB Leaf 27.1 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\6b463262-379a-4694-affa-1030a9f4c087___GCREC_Bact.Sp 3366_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\bb487e34-b328-40b9-a33f-592701216063___RS_Late.B 5175_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\666242bb-ccc7-4085-8d60-05b5eba349c0___GCREC_Bact.Sp 6249_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\dd8c1f50-0407-4011-8dea-a8d0e6c7dbf1___RS_Late.B 6725_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\b923ed54-63ad-49f8-8881-ebd654c5821c___RS_HL 0359_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\c4b6fcb3-faa3-40ce-b3de-9687301e20c6___GCREC_Bact.Sp 6261_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\2bc7f6c3-7765-4ab0-926b-57fc918bfbf0___GH_HL Leaf 305_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\2c741e7d-d03b-4903-8e42-1e43f5ad7286___RS_HL 0131_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\26079b3e-dfa6-4ad2-b699-cccf9d9b5032___GCREC_Bact.Sp 5678_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\948465b0-be59-406c-a547-94647d4aaae8___RS_Late.B 6167_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\883b7c13-7aef-4ae9-bd70-065a16226e9d___GH_HL Leaf 170.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\0f0fc0ee-b19b-4f90-ab41-8f693131f57d___RS_HL 9890_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0605d1be-b99b-408d-bace-e5ba23e72b27___RS_Late.B 5282_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\707dc081-60c2-4362-a91e-6c6eacf4d081___GCREC_Bact.Sp 5613_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\b8925aa5-0722-4332-abc1-a8ff620328b4___GCREC_Bact.Sp 3604_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\7f7b6cff-3d29-45ad-a0df-56f568289be9___GH_HL Leaf 506.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\ab66cbe8-486a-4f26-8253-7c12729fcbec___GCREC_Bact.Sp 3361_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\81a4e19e-bbcd-4029-8a4f-ae97afe0cdcb___GH_HL Leaf 323.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\71dc2643-35ec-4660-99ba-e2dbb3b82229___GHLB2 Leaf 8983_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\a1d275d1-5405-4829-9328-4225ffe69506___RS_Erly.B 7515_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\84991306-21f6-41fb-a723-0c7ba1dac9d3___GH_HL Leaf 199_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\c54a5152-b470-4037-ab1e-59b474c12fc6___RS_HL 9921_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\72c74c30-e843-42f3-9088-5c3b38e4b736___GCREC_Bact.Sp 3374_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\a4dea30d-6551-4107-bba6-1390e74b6b0b___GH_HL Leaf 261.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\82aa438d-e17c-4756-8464-59d8c49497e9___GCREC_Bact.Sp 3245_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\605dda2d-be55-45cc-b247-76903d159255___UF.GRC_BS_Lab Leaf 8749_final_masked.jpg,Tomato___Bacterial_spot
